c0,2
c1,2
c2,4
c28,4
c3,12
c11,12
c17,12
c18,12
c19,12
c23,12
c29,12
c35,12
c12,25
c13,25
c14,25
c15,25
c16,25
c20,25
c21,25
c22,25
c36,25
c37,25
c38,25
c39,25
c40,25
c4,41
c5,41
c6,41
c7,41
c8,41
c9,41
c10,41
c24,41
c25,41
c26,41
c27,41
c30,41
c31,41
c32,41
c33,41
c34,41
